Id,SalePrice
1461,111031.6024
1462,178895.28708
1463,166942.90376
1464,173713.63836
1465,238474.79184
1466,151408.52743
1467,167220.70144
1468,140737.9279
1469,198883.33964
1470,112718.80058
1471,213111.98473
1472,109899.21388
1473,107338.6303
1474,159974.8668
1475,133445.54741
1476,300956.27749
1477,251709.33756
1478,268699.59415
1479,276377.34602
1480,398165.79673
1481,317818.1465
1482,237730.99437
1483,145987.31503
1484,160332.12408
1485,174663.42625
1486,187237.13465
1487,309827.27493
1488,256053.99422
1489,165987.87766
1490,208015.77676
1491,182414.10369
1492,104443.80724
1493,164903.66985
1494,301048.21365
1495,328440.21219
1496,234667.94897
1497,183896.67017
1498,158987.68199
1499,162084.55981
1500,135483.04792
1501,159098.47096
1502,148774.76335
1503,277293.41074
1504,272348.41446
1505,218644.52242
1506,206814.98232
1507,254733.1171
1508,203043.8102
1509,166654.27843
1510,147749.3352
1511,158494.21766
1512,182411.81299
1513,167963.718
1514,218227.06923
1515,237877.50402
1516,162596.94318
1517,162511.25615
1518,154875.90019
1519,230115.33693
1520,145727.78675
1521,153910.05903
1522,193626.56402
1523,110291.00579
1524,120803.67121
1525,123840.51552
1526,121121.29703
1527,93199.10134
1528,143977.70012
1529,139022.4452
1530,177268.27448
1531,150523.99522
1532,118345.46532
1533,142624.78961
1534,128942.01345
1535,169322.2956
1536,125762.86292
1537,191054.52307
1538,237343.78421
1539,285017.98431
1540,181616.83348
1541,153012.67922
1542,168427.67326
1543,231894.72442
1544,81073.502338
1545,132157.75694
1546,135487.82821
1547,141965.34818
1548,148142.55393
1549,103979.24245
1550,149324.18531
1551,157962.96407
1552,149005.4162
1553,146175.36426
1554,129083.70818
1555,187881.25752
1556,109762.40813
1557,168326.39195
1558,116290.81616
1559,148300.15583
1560,168254.04335
1561,190129.50012
1562,102667.11612
1563,119109.4239
1564,181615.13672
1565,131916.46874
1566,226992.4928
1567,73690.741061
1568,213820.09931
1569,132365.6101
1570,128349.925
1571,115630.76537
1572,151647.07354
1573,238060.94198
1574,128807.96025
1575,234733.42704
1576,195575.14771
1577,167173.23809
1578,140617.25824
1579,131056.76824
1580,198363.01137
1581,112604.43318
1582,109750.117
1583,347874.11032
1584,214041.50893
1585,129086.07141
1586,53844.763111
1587,102740.02032
1588,157773.86589
1589,96324.462099
1590,145145.41102
1591,91069.367685
1592,133318.09009
1593,114494.34784
1594,189384.30377
1595,140445.27638
1596,235742.82584
1597,189437.10757
1598,195727.02216
1599,234551.04068
1600,224312.07466
1601,183071.29482
1602,128637.32253
1603,90387.852915
1604,308716.98322
1605,282572.67589
1606,166560.15825
1607,207664.40167
1608,179637.07386
1609,165647.12028
1610,123371.70028
1611,127389.57781
1612,140052.95395
1613,132726.67018
1614,130936.61202
1615,94566.471494
1616,88372.715854
1617,98719.103116
1618,109192.62858
1619,96479.61551
1620,194363.15327
1621,126284.06027
1622,145275.02375
1623,320965.57319
1624,203033.40244
1625,128181.79549
1626,185060.01675
1627,183059.39737
1628,312021.24841
1629,193802.09888
1630,404176.39219
1631,258087.24227
1632,293972.43226
1633,170498.13117
1634,171852.32657
1635,162801.61874
1636,134571.94264
1637,171837.36227
1638,213986.8159
1639,188322.63917
1640,282168.11067
1641,207894.40674
1642,222449.63611
1643,258985.95596
1644,260949.89524
1645,203234.77969
1646,159518.24357
1647,186240.12461
1648,118755.6174
1649,125276.8991
1650,108440.43246
1651,91337.220868
1652,113348.00963
1653,108280.39138
1654,156841.01027
1655,167410.44436
1656,155575.89262
1657,157333.69537
1658,151704.79535
1659,152308.34868
1660,136307.77159
1661,379210.29569
1662,350202.68875
1663,335615.75583
1664,428492.12208
1665,268065.69203
1666,325863.03766
1667,352299.48623
1668,304381.68776
1669,287095.76583
1670,314388.35303
1671,256572.54658
1672,398459.48051
1673,291564.69454
1674,256991.07703
1675,178304.09209
1676,175457.87679
1677,208742.39715
1678,407990.42641
1679,362387.171
1680,308827.15
1681,244212.6751
1682,308110.53264
1683,181918.2854
1684,167674.08135
1685,141105.80525
1686,166721.32505
1687,163190.9016
1688,181628.86651
1689,178919.52814
1690,194579.41579
1691,177492.11037
1692,285054.84219
1693,171672.12381
1694,168463.05193
1695,167297.6171
1696,263508.44117
1697,167297.6171
1698,359183.53761
1699,304227.87148
1700,241827.47753
1701,306311.05697
1702,264658.11819
1703,261420.92303
1704,310707.43493
1705,255505.82049
1706,408242.34923
1707,184559.15513
1708,181662.71736
1709,250516.68672
1710,244375.76337
1711,274469.41027
1712,276584.62665
1713,254136.21194
1714,221659.18135
1715,195999.65897
1716,165987.87766
1717,161328.65485
1718,131845.88356
1719,192562.71479
1720,267142.24388
1721,157128.18566
1722,113133.12055
1723,142553.45984
1724,185751.80598
1725,234545.43249
1726,159500.0309
1727,146668.8298
1728,174615.91033
1729,146185.21614
1730,170082.62113
1731,104110.79012
1732,115062.36766
1733,122241.49351
1734,124269.65763
1735,117884.55171
1736,100851.7237
1737,352735.70825
1738,212968.18793
1739,276626.11007
1740,180233.4322
1741,174048.94475
1742,160541.33449
1743,186372.7429
1744,308547.86484
1745,214714.92338
1746,307224.60407
1747,238053.33212
1748,223140.2442
1749,151506.21716
1750,170395.02834
1751,247524.1397
1752,114640.06613
1753,151809.08373
1754,239487.77051
1755,179501.0629
1756,111277.6472
1757,106018.07675
1758,152589.12474
1759,187434.25
1760,140995.2564
1761,163418.234
1762,180614.39924
1763,187443.96893
1764,103533.14058
1765,218531.77875
1766,203148.37364
1767,215499.34361
1768,145812.9761
1769,194588.2307
1770,142279.48444
1771,135938.21315
1772,142016.8538
1773,116969.53875
1774,177195.50889
1775,140911.6851
1776,123801.81423
1777,110421.59581
1778,138825.96448
1779,121311.29779
1780,198372.65682
1781,134184.20376
1782,66793.543732
1783,116147.10001
1784,89577.329953
1785,110066.30409
1786,121141.20689
1787,186791.29558
1788,171205.40541
1789,90302.375775
1790,61085.857537
1791,216826.05987
1792,164271.56708
1793,152480.78456
1794,140429.57499
1795,146545.56741
1796,130482.85402
1797,142173.68666
1798,106914.29828
1799,102761.62016
1800,134249.23199
1801,117688.25021
1802,128061.10023
1803,166289.3165
1804,131510.84126
1805,151287.9088
1806,137386.38453
1807,196261.92176
1808,116824.53696
1809,125075.4872
1810,148154.37226
1811,138874.18362
1812,125006.11238
1813,130578.16569
1814,82635.622412
1815,172312.86691
1816,85702.151081
1817,120636.889
1818,180756.82355
1819,126987.18939
1820,78802.101833
1821,122134.2981
1822,143848.81158
1823,67219.490463
1824,155187.76442
1825,142461.56799
1826,115089.68902
1827,102995.58836
1828,147595.01437
1829,114270.86833
1830,165426.79723
1831,210676.39465
1832,172959.6023
1833,195963.40191
1834,137245.39125
1835,204344.35209
1836,163325.29444
1837,111635.14541
1838,145858.54545
1839,69260.895059
1840,162689.55642
1841,156911.26172
1842,102110.7284
1843,126397.45622
1844,137329.86243
1845,131692.68314
1846,150834.87116
1847,194659.32486
1848,176401.95553
1849,127104.46112
1850,118684.64827
1851,165783.54288
1852,117091.56716
1853,127021.68301
1854,168801.37527
1855,149643.39141
1856,218551.62611
1857,171385.05012
1858,179589.00987
1859,148997.8353
1860,161429.71735
1861,147123.66969
1862,287167.44468
1863,287167.44468
1864,287167.44468
1865,299225.90971
1866,305554.40242
1867,245234.94725
1868,324580.65258
1869,203864.50824
1870,257691.67102
1871,248635.23068
